dev,name,batch_size,accuracy,calls_captured,unique_graphs,graph_breaks,unique_graph_breaks
cuda,BERT_pytorch,4,pass,538,1,6,5
cuda,LearningToPaint,4,pass,71,1,6,5
cuda,Super_SloMo,4,pass,374,1,6,5
cuda,attention_is_all_you_need_pytorch,4,pass,548,1,6,5
cuda,dcgan,4,pass,13,1,6,5
cuda,densenet121,4,pass,431,1,6,5
cuda,drq,1,pass,30,2,5,4
cuda,fastNLP_Bert,4,pass,435,5,10,7
cuda,functorch_dp_cifar10,4,pass,69,1,6,5
cuda,functorch_maml_omniglot,1,pass,14,1,6,5
cuda,hf_Albert,4,pass,436,1,5,4
cuda,hf_Bart,4,pass,637,9,16,8
cuda,hf_Bert,4,pass,367,1,5,4
cuda,hf_DistilBert,4,pass,203,1,5,4
cuda,hf_GPT2,2,pass,611,1,5,4
cuda,hf_Reformer,4,pass,505,18,47,10
cuda,hf_T5_large,4,pass_due_to_skip,0,0,0,0
cuda,lennard_jones,4,pass,9,1,6,5
cuda,maml_omniglot,32,pass,14,1,6,5
cuda,mnasnet1_0,4,pass,152,1,6,5
cuda,mobilenet_v2,4,pass,153,1,6,5
cuda,nvidia_deeprecommender,4,pass,13,1,6,5
cuda,pytorch_CycleGAN_and_pix2pix,1,pass,91,1,6,5
cuda,pytorch_stargan,16,pass,56,1,6,5
cuda,pytorch_unet,2,pass,71,1,6,5
cuda,resnet152,4,pass,515,1,6,5
cuda,resnet18,4,pass,69,1,6,5
cuda,resnet50,4,pass,175,1,6,5
cuda,resnext50_32x4d,4,pass,175,1,6,5
cuda,shufflenet_v2_x1_0,4,pass,271,1,6,5
cuda,soft_actor_critic,256,pass,17,2,5,4
cuda,speech_transformer,4,pass,749,9,15,7
cuda,squeezenet1_1,4,pass,66,1,6,5
cuda,timm_efficientnet,4,pass,313,1,6,5
cuda,timm_regnet,4,pass,458,1,6,5
cuda,timm_resnest,4,pass,148,1,6,5
cuda,timm_vision_transformer,4,pass,372,1,6,5
cuda,timm_vision_transformer_large,4,pass_due_to_skip,0,0,0,0
cuda,timm_vovnet,4,pass,169,1,6,5
cuda,tts_angular,4,pass,2,1,7,6
cuda,yolov3,4,pass,240,93,7,6
